PatientID,Age,Gender,Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Outcome,PatientName,Email,SSN,Phone,Address,BirthDate,CreditCard
688,46,Male,13,165.5,115.5,13.5,53.3,21.0,1.26,1,Wesley Norris,travis66@example.org,920-97-9597,992-880-3741x95448,"2470 Baker Knoll, Smithtown, HI 57067",1936-05-15,30283574149403
689,30,Female,5,139.1,115.9,25.7,268.4,33.3,0.23,0,Donald Owens,sydney51@example.org,381-56-1812,+1-594-961-2494,"8775 John Key Apt. 911, North Jamesburgh, RI 90807",1953-10-21,4747422121139949
690,46,Male,10,107.4,62.2,38.5,262.3,24.7,2.45,1,Robert Thomas,salasdavid@example.com,882-44-4601,734.733.1432x413,"989 White Streets, Port Seth, MO 91104",1988-08-07,4152190214113299
691,54,Male,15,134.1,111.2,36.4,245.9,29.7,2.0,1,Taylor Rodriguez,igross@example.net,249-34-7930,+1-758-248-4499,"Unit 4056 Box 9623, DPO AP 86940",1997-04-30,3573526125457528
692,71,Male,10,109.0,101.6,35.0,71.0,35.1,1.28,1,Tina Adkins,mitchelllisa@example.org,557-67-9454,+1-426-360-1819x55204,"561 Stanley Parkway Apt. 829, Cardenasburgh, IA 63535",1955-11-12,4847772301807458664
693,61,Male,9,147.5,67.7,21.3,180.5,24.9,0.31,1,Tricia Oliver,timothyjohnson@example.net,776-34-2309,001-777-748-8347x0001,"Unit 3923 Box 5335, DPO AA 18847",1959-12-14,3551712299874633
694,27,Male,2,126.4,54.7,25.1,213.6,19.4,1.52,1,Janet Richardson,laurenward@example.net,433-76-2583,(793)842-6769,"892 Martin Causeway, West Andrea, IL 58172",1956-08-24,345506007755630
695,24,Male,1,91.4,68.8,14.1,272.4,18.3,1.92,0,Brittany Robertson,benjaminlopez@example.net,873-77-4638,001-447-762-2158x530,"6461 Boyle Knolls Apt. 604, Scottmouth, HI 84106",1984-11-14,4649859810830
696,78,Male,5,85.2,113.9,38.8,62.1,18.6,0.56,0,Kimberly Gilmore,carlawong@example.org,800-56-6281,001-623-579-4526x6289,"785 Wright Islands, Elizabethville, WY 08784",1955-12-13,4689375953094220
697,73,Female,10,141.1,94.3,30.2,214.9,18.2,1.46,1,Daniel Velasquez,robert80@example.org,278-18-2253,001-303-291-5610x18120,"888 Natalie Garden Suite 055, Fisherton, MP 50883",1962-11-20,3546940267219782
698,70,Female,12,187.3,100.5,38.4,103.4,21.0,2.05,1,Tony Garcia,moorewilliam@example.org,203-41-3632,001-904-716-3437x06659,"821 Molina Vista Apt. 267, Jacobside, TN 09520",1971-01-14,2720444673370909
699,65,Female,14,114.7,68.0,20.0,60.8,24.5,1.94,0,Brian Marquez,alexanderrose@example.net,527-48-1524,(836)438-0067,"3335 Schultz Fields, Mathewport, AK 81314",1942-09-22,213123702710099
700,31,Female,4,165.3,100.4,23.0,125.0,24.0,2.03,0,Heather Hobbs,sheilamartin@example.com,712-79-1593,001-859-637-8297x4695,"29174 Mary Villages Suite 132, Allenfort, ID 14735",1989-10-10,213160108015509
701,49,Male,13,155.6,52.0,23.4,222.2,44.6,2.21,1,Kathryn Anderson,paul52@example.net,436-43-2536,+1-677-841-3645x5929,"4912 Richardson Point Apt. 103, North Georgeview, NY 61231",1950-11-17,6598514968258595
702,76,Female,9,191.1,76.3,11.0,136.3,26.3,2.35,1,Brandi Bender,lhaney@example.org,663-97-2902,906-526-7406x615,"415 Meadows Shoal, North Haroldborough, AS 50052",1947-08-04,6011943496954996
703,56,Female,4,176.7,93.9,23.6,155.3,21.4,1.07,1,Jeffrey Duran,nathanflores@example.org,798-73-3378,2316308955,"98828 Wade Gardens Suite 715, New Michelleport, WY 84560",1990-04-11,3583623597952827
704,45,Male,9,143.7,60.2,42.1,274.7,32.7,1.47,0,Jennifer Myers,kaufmanjordan@example.org,457-50-3278,455.511.9741x622,"813 Troy Mall, Holmesstad, AK 60242",1950-08-20,3595647120499846
705,41,Male,12,155.4,107.6,45.9,119.2,41.2,2.0,1,Rebecca Rivera,lindsey44@example.net,554-89-1814,4928550425,"1750 Annette Club, Lake Aliciaville, WI 37556",1972-07-21,180007006541442
706,77,Female,4,186.8,66.5,30.7,175.6,36.3,1.77,1,Wanda Jones,christina40@example.org,144-67-8762,+1-815-269-7290x814,"USNV Jones, FPO AE 25337",1959-11-09,3564153742538639
707,56,Female,9,121.9,95.7,28.2,110.3,26.0,2.49,1,Christopher Hurley,nicole33@example.com,153-76-4495,5519942369,"16481 Michelle Spurs Suite 941, Harrellstad, WI 75634",1937-04-25,060433045030
708,30,Male,11,112.5,78.4,11.2,117.5,33.2,0.13,1,Christopher Barton,katrinareyes@example.net,244-59-3353,724-236-8713x12235,"436 Daniel Fields Suite 535, Tracymouth, MS 64706",2005-08-24,30259560267953
709,57,Female,4,71.4,91.7,45.2,196.6,37.3,0.95,1,Patrick Bradley,burnskerry@example.net,969-74-2071,313.936.4861x096,"45317 Elizabeth Hollow, East Scott, MD 64886",1986-04-21,502056667426
710,29,Male,2,177.5,57.5,10.5,259.8,37.7,0.77,1,Angela Stone,sharonmiles@example.org,790-20-7457,282-627-9554x9033,"8283 Myers Circle Apt. 461, Whitetown, MD 01522",1994-07-12,3549947194729905
711,44,Male,6,174.1,51.2,47.8,156.6,36.0,0.73,1,Mrs. Vanessa Campbell,jennifermendez@example.net,720-77-1480,+1-552-750-6503x3454,"45930 Freeman Road Suite 440, Jeffreyfort, OK 54260",1990-06-15,4807912924955478740
712,55,Male,5,83.6,113.7,29.6,215.6,41.5,0.63,1,Jose Jackson,sherry40@example.net,940-80-8088,+1-781-282-2453,"0901 Kristy Hills, North Patricia, CO 08459",1956-08-06,6521185379259159
713,69,Male,3,145.0,68.9,23.7,38.3,41.5,1.8,0,Frank Baker,carriefletcher@example.net,217-41-4513,(396)990-2803,"1962 Ryan Gardens Suite 692, Port Jameschester, OR 95846",1945-06-04,376457106490772
714,55,Female,1,130.3,107.4,47.0,70.1,33.6,0.3,0,Phillip Campbell,leblancangela@example.net,272-67-8604,001-726-638-1028,"61239 Torres Square Apt. 667, Port Randyport, NC 81745",1984-05-08,3572113143538745
715,68,Male,11,85.4,120.0,11.0,146.1,29.6,1.88,0,Brian Ward,tjohnson@example.org,776-66-8659,(871)624-7963x97766,"971 Amanda Coves, North Danieltown, WA 03460",1970-09-11,5318230379131484
716,56,Male,8,197.5,64.8,33.3,20.2,35.3,1.76,1,Kimberly Boyer,traci68@example.org,523-18-2832,694.610.9769,"42716 Franco Union Suite 521, East Tyler, NV 59834",1966-01-23,4999324804045
717,38,Female,0,97.9,68.6,32.0,81.0,40.1,0.7,0,Robert Best,ppowell@example.com,124-88-7231,(500)682-6055x289,"USS Marsh, FPO AA 36997",1997-03-31,3538553315261126
718,69,Male,12,78.7,96.4,18.8,150.0,18.2,0.71,0,Gina Vincent,ashley38@example.com,859-58-1357,606-374-2420x943,"70986 Perez Flat, Thompsonborough, WI 21201",1981-12-08,502050362339
719,59,Female,12,147.3,117.6,27.2,18.9,44.8,1.61,0,Ricardo Green,josephsmith@example.com,185-56-7798,7702856180,"75592 Williams Freeway Apt. 081, Merrittmouth, FL 48135",1978-04-14,4651871294181449
720,52,Female,10,166.1,114.1,36.1,84.0,22.9,1.93,0,Jordan Perez,phambrittney@example.com,810-27-1997,001-562-533-8147x4090,"4480 Ruiz Stream, Port Danielport, AS 36207",1956-01-03,4289440865869558
721,44,Female,14,74.2,85.2,39.1,149.2,30.7,2.2,0,Wayne Scott,monroelaurie@example.org,705-35-3152,3398922232,"82262 Julian Flats Suite 013, Maureenbury, CT 81279",1966-07-12,2225588655037561
722,43,Male,13,155.6,105.7,10.0,164.6,41.5,2.15,1,Elizabeth Christensen,ttaylor@example.org,792-97-7128,+1-781-782-9772,"33635 Justin Forges Apt. 289, Anthonyside, AK 07486",1956-05-21,4177321294961
723,52,Female,3,139.2,59.5,47.5,256.6,24.1,2.42,0,Anthony Payne,joshua26@example.net,382-51-3786,951.884.1757,"066 Rangel Shoals Apt. 804, East Michael, MP 07177",2001-12-09,4018273144892485115
724,57,Female,0,83.4,118.4,16.6,183.4,30.9,1.5,1,Jamie Garcia,nolanmichael@example.org,531-61-6161,227.939.0171x784,"USNS Johnson, FPO AA 79035",1969-01-22,5558046004649008
725,32,Male,12,92.4,117.5,19.3,123.2,21.6,2.28,1,Michael Jones,kyleeverett@example.org,557-37-6082,001-305-948-5640x7128,"2446 Rodgers Mountains Suite 446, Jasonton, AL 32573",2001-05-12,4061093451542995593
726,69,Female,15,143.8,61.5,20.5,257.8,28.7,2.04,0,Rachael Lewis,moorematthew@example.com,299-39-3241,(483)316-7575,"99404 Allen Rapid Apt. 403, East Donna, NM 69408",1954-10-10,2322854660996361
727,75,Female,15,108.5,71.0,11.5,219.9,22.8,2.25,1,Emily Baker,larry17@example.org,854-62-8478,775-826-6921x39374,"9123 Travis Mall Apt. 447, Jessicaborough, MA 70029",1993-05-15,3560198548798832
728,33,Female,5,192.0,57.0,14.9,67.2,27.8,0.13,0,Edward Sanchez,joshua21@example.org,899-99-8339,(920)615-8240,"5403 Lee Street, West Josephville, IA 80004",1966-06-09,4343222432505646262
729,43,Female,3,176.4,69.0,49.5,49.1,28.1,2.42,1,Andrew Miller,howard68@example.net,819-59-7608,5165092077,"51525 Courtney Mews Apt. 960, Briantown, NY 15383",1979-11-09,3510499408530880
730,45,Female,4,197.9,107.1,22.6,191.4,44.8,1.24,1,Robert Joyce,cfritz@example.org,707-19-4530,472.706.3829x0241,"3950 Jerry Trail Apt. 311, Jennafurt, VA 09001",1958-08-15,2297630351850450
731,55,Male,4,103.8,76.5,14.6,161.1,44.9,2.02,0,John Fuentes,esullivan@example.org,970-48-4929,568-597-5409x44098,"Unit 5033 Box 5504, DPO AA 54340",1943-09-21,374156757721137
732,61,Female,8,196.1,56.2,14.3,221.1,21.1,0.41,1,Janet Monroe,davistina@example.net,565-40-5651,001-819-392-6976,"06521 Diane Way, Newtonside, CT 78010",1970-10-14,3505505186496222
733,50,Female,0,126.1,74.0,38.8,207.8,37.6,1.05,1,Samantha Ramos,millerann@example.com,348-78-6035,797-545-6981x36557,"061 Sharp Radial, New Jessicatown, NC 06191",1984-08-31,378472353759918
734,37,Male,12,115.2,118.7,44.2,178.2,19.4,0.75,1,Paul Kelly,lhorton@example.org,966-35-9006,5398628290,"280 Murphy Views, Grayborough, GA 99375",1971-04-08,4769790131070064939
735,69,Male,1,76.5,94.1,20.3,272.4,18.8,0.8,1,Marie Meyer,richardhobbs@example.net,323-83-1218,+1-359-347-0963x503,"91907 Tamara Falls, East Cynthia, MT 92888",2005-03-12,30592178414413
736,40,Male,12,76.9,79.1,10.8,154.3,20.8,0.4,1,Mark Peterson,shannon70@example.org,861-84-8813,(746)385-4173,"Unit 4023 Box 2390, DPO AA 74152",2006-05-30,4798021610811261
737,68,Female,5,160.0,61.7,18.9,44.5,44.1,2.03,1,Lance Fitzgerald,amandakennedy@example.org,113-53-3559,495-236-0721x87701,"340 Amy Burgs, South Alexanderland, NV 80636",1940-06-04,676394145988
738,45,Male,4,129.5,119.0,12.3,231.2,43.4,0.12,1,Mr. Justin Cooper MD,znixon@example.org,715-93-4511,+1-817-749-0537,"USCGC Taylor, FPO AP 25128",1973-01-29,180077746365758
739,42,Female,10,99.4,107.5,14.1,80.7,23.2,0.85,1,Kim Bailey,stephaniecook@example.net,182-39-2675,(410)736-5137x3108,"4453 Travis Mall Apt. 361, North Michelle, PR 45044",1959-11-07,3573542240791022
740,33,Female,6,149.8,69.7,27.3,217.9,22.4,0.52,0,Christine Hernandez,jennifer25@example.com,783-79-6655,001-249-985-2203x860,"1416 Karen Landing Apt. 447, Waltonport, SC 04388",2005-08-12,4341196287780601
741,79,Male,2,102.9,54.9,19.2,264.8,24.5,1.51,1,Ms. Glenda Davis DDS,jodi12@example.org,531-31-3084,001-472-504-0026x766,"54912 James Glen, Whitneyview, PR 63582",1966-08-31,4245093143763
742,39,Male,2,145.1,54.0,30.6,196.9,31.9,0.71,0,Heather Adams,laurie52@example.com,994-75-7266,001-270-445-9496x37303,"81016 Maria Village, Port Brookeburgh, CT 56622",1977-10-13,3541176872175508
743,69,Female,9,116.7,58.4,20.1,170.6,33.4,0.72,0,Andrea Turner,rprice@example.com,990-58-8215,001-692-398-3133x85959,"USS Brooks, FPO AA 02574",1939-12-13,2512103761486496
744,56,Male,1,177.1,90.7,47.6,135.2,24.0,1.27,1,Kayla Walters,john75@example.net,716-58-6487,+1-350-832-5935x3037,"2629 Campbell Keys, Dianeshire, RI 26513",1939-07-11,4302395913870
745,32,Female,15,176.7,115.0,46.2,110.1,38.4,1.67,1,Suzanne Wells,ufinley@example.org,392-52-9324,323.419.8902,"USCGC Young, FPO AE 57638",1963-05-12,180058876648429
746,61,Male,12,132.1,84.8,32.7,107.1,26.4,0.39,0,Drew Carson PhD,martinsherry@example.com,692-10-8462,(344)370-3874x8672,"0138 Espinoza Place, North Andre, PR 42027",1942-04-04,5321288688567439
747,39,Male,2,115.6,109.0,24.2,181.1,42.9,0.52,0,Chad Elliott,mnguyen@example.com,168-31-5505,001-736-227-8402x376,"8279 Mendoza Drive Suite 837, North Crystal, SD 41544",1973-10-10,4972876121078462
748,32,Male,9,117.1,81.2,25.2,211.1,35.7,0.69,0,Michael Solomon,bridget62@example.org,908-66-5318,001-438-862-7991x88540,"57367 Stacy Hills Apt. 260, New Oliviamouth, NM 76018",1942-06-29,4178060987284652
749,29,Female,0,174.7,99.6,26.5,192.1,29.8,2.44,1,Kyle Mullins,cassandranicholson@example.net,285-69-1584,874-989-2632,"80231 Nunez Ports Suite 090, South Deborahberg, NE 49263",2004-08-29,375959031725082
750,27,Male,4,112.7,101.2,39.1,66.8,39.3,1.05,1,Zachary Riddle,ronaldvargas@example.org,983-79-4530,001-901-336-9116x166,"62209 Michael Plaza Suite 545, Port Mario, NE 82187",1979-06-06,341857814696465
751,48,Female,13,97.2,62.2,28.1,143.9,40.1,1.54,1,Russell Barrett,davisnancy@example.com,676-49-3273,277.580.9575x57968,"98411 Jones Lakes Suite 051, Sullivanmouth, RI 76054",1971-03-09,4323608697902
752,34,Female,14,81.0,75.3,44.3,221.6,25.8,0.68,0,Jennifer Lawson,uhernandez@example.org,454-49-2513,+1-310-322-5277x898,"3673 Nelson Dam Apt. 933, West Tracy, MT 56884",1981-01-12,30039132826555
753,51,Female,11,130.7,94.6,47.8,139.2,27.2,1.28,1,Tyler Thornton,omurray@example.org,592-38-4167,001-700-871-2736,"629 Dennis Lights, Lake Bradley, PW 77385",1980-11-15,6011935927441593
754,72,Female,4,132.7,54.9,23.4,155.1,43.3,0.28,1,Elizabeth Young,othompson@example.com,819-84-7959,001-403-561-9608x89405,"00271 Ross Pine Apt. 046, Lake Daniellehaven, KS 23709",1957-01-03,4403984537451759
755,39,Male,11,179.3,75.3,32.4,216.3,22.4,0.18,1,Maria Garcia,lanesusan@example.org,195-42-6581,001-901-743-9652x842,"62709 Stephanie Lock Apt. 359, Kennethfurt, ID 78510",1956-09-17,6532627006237246
756,78,Female,10,98.8,87.4,13.8,187.6,19.1,1.22,1,Christina Castillo,wvargas@example.org,526-42-3585,+1-578-257-6810x88367,"01695 Dorsey Branch Suite 075, Port Alex, WV 77628",1970-11-13,3533979615791857
757,67,Female,6,119.5,119.7,18.0,121.8,30.3,1.06,0,Steven Fox,bthomas@example.com,316-69-1951,+1-301-808-3951x25652,"163 Davis Manors, Lake Patriciastad, VA 21828",1973-11-11,36919597573244
758,36,Male,3,175.1,83.2,26.5,248.7,39.6,0.43,1,Daniel Molina,haysmark@example.org,406-52-7575,001-760-550-2365x4184,"31920 Melissa Lodge, Rickyshire, GU 42032",1974-12-25,4779409785222
759,73,Female,2,177.1,107.1,18.2,57.4,38.8,1.75,1,Kyle Jackson,anthonyford@example.net,741-84-1025,001-790-277-1486x3864,"679 Rivera Mills, Matthewland, CA 03066",1986-04-21,582162916214
760,25,Male,0,120.0,80.2,45.1,274.8,42.8,2.48,0,Amanda Nolan,gabriellajuarez@example.org,452-80-8586,001-783-704-0967,"357 Jones Keys, Gregorychester, IA 25239",1935-04-11,4409488880285289
761,55,Female,11,129.7,105.7,16.3,46.0,32.4,1.05,1,Christopher Horton,tuckerjordan@example.net,450-12-7325,001-754-555-6120x74069,"7405 Massey Harbors, North Darren, DC 28863",1997-09-01,36608864671092
762,32,Male,14,109.4,91.7,28.2,18.9,20.7,1.6,0,Brittany Ross,rblack@example.com,348-17-6603,001-587-883-9006,"0135 Rich Cliff, Michelefort, OK 77357",1954-08-09,4345052495344266
763,45,Female,7,191.2,112.1,34.2,247.3,33.9,2.41,0,Angela Kramer,cking@example.com,697-73-5676,(235)715-0125,"5283 Jones Summit Suite 040, Zoeland, MN 13670",1935-06-24,6533855849653431
764,72,Male,12,85.4,78.8,37.7,78.9,39.0,2.1,1,Joseph Shelton,echandler@example.com,893-71-8262,001-974-587-8553x996,"USNS Gonzales, FPO AA 61607",1949-05-02,180058976532846
765,79,Female,2,191.4,92.3,25.3,205.5,20.5,1.21,0,Sean Estrada,kyleramos@example.org,647-62-1935,(239)419-3397,"71329 Kristina Stream, Veronicaville, NE 57533",1969-04-09,4093345361936
766,41,Female,12,158.9,94.1,44.8,226.7,22.7,1.87,1,Adam Fisher,claudiaperez@example.org,756-56-5102,001-560-338-0599x760,"762 Connie Circle Suite 764, Rebeccamouth, CT 56452",1987-06-15,4182926093325510
767,56,Male,14,139.1,79.2,32.7,239.2,18.3,0.41,0,Ryan Stevenson,heatheranderson@example.net,894-59-2335,308.776.8397,"Unit 2882 Box 1982, DPO AA 24190",1958-10-01,2247563474291156
768,73,Male,1,74.2,60.1,27.6,273.8,34.0,1.33,0,Dr. David Hill,gjimenez@example.org,894-52-1901,215-419-1888x4495,"63584 Nicholas Parks Apt. 335, Port Laura, CT 79787",1962-08-15,36223870310212
769,43,Male,10,131.8,56.5,12.7,91.7,41.9,0.77,1,Mr. Gregory Figueroa,jeffrey43@example.com,498-61-9808,(544)225-8418,"07920 Williams Cliff Apt. 550, New Amber, OK 59649",1960-04-20,4304745212763747
770,36,Male,3,123.0,51.2,28.6,200.4,36.1,0.49,0,Makayla Cameron,brendareed@example.net,727-73-1059,829-680-7540x731,"1324 Harding Forest Suite 255, North Victoriaview, MN 33598",1938-01-17,213199022590551
771,77,Female,2,91.0,111.1,42.8,45.1,44.5,1.12,1,Shawn Miranda,qedwards@example.net,203-60-4902,251.644.4062,"20935 Jamie Stream Apt. 276, Garrettbury, FM 55800",1961-05-10,36240648901452
772,59,Female,12,155.3,66.6,34.6,121.2,19.7,0.41,1,David Simmons,morgantravis@example.org,395-85-7105,947-239-4391,"61862 Dorsey Ranch, Smithshire, ID 21671",1975-02-10,3573381540070740
773,65,Male,0,196.2,64.8,43.3,236.3,42.4,1.78,1,Matthew Davis,traciewilson@example.org,218-54-9049,455-288-9878x2610,"1977 Nash Throughway, West Ashley, GA 08954",2002-12-16,213191698553906
774,73,Female,2,143.1,101.5,29.8,111.0,40.0,1.19,1,Elizabeth Soto,nicole92@example.com,295-26-9330,(308)411-4156x236,"Unit 0229 Box 4691, DPO AE 88108",1970-10-12,4296889293023
775,62,Male,11,162.9,72.4,14.7,169.3,26.5,1.37,0,Francis Rodriguez,adamskeith@example.net,512-83-5309,889-256-5604x140,"04357 Paul Gateway Apt. 174, South Christopherland, AK 32041",1941-11-11,38064470261175
776,78,Male,1,78.9,85.4,10.5,146.5,44.3,0.45,1,Kelly Hall,tparker@example.org,464-97-4132,546-387-3827,"40693 Kelly Viaduct Apt. 424, Paulfort, UT 84149",1949-07-09,4739712723561767
777,59,Female,7,124.3,61.4,22.1,183.6,25.8,0.44,0,Perry Richards,lyonsjose@example.com,307-45-3594,(484)759-5096,"513 Carlos Dale, Santosside, SD 76796",1954-10-31,4863212587740472
778,34,Female,5,85.1,117.2,37.9,268.9,42.0,1.5,1,Bonnie Anderson,cardenasjordan@example.org,188-88-3763,386-318-4253,"30324 Phelps Isle, Carolynfort, IN 42442",1994-02-26,4666599464629
779,51,Female,8,149.7,109.6,41.6,29.5,41.8,2.46,0,Lori Copeland,joshuaperez@example.net,524-50-4301,519-249-8453x214,"2330 Cross Station, Jonathantown, VA 25177",1982-06-26,371926994248836
780,78,Female,7,192.0,110.5,21.8,164.8,38.5,0.33,0,Mary Brown,kenneth31@example.net,869-12-3073,497-428-4657,"0098 Austin Plains Suite 707, Deckerside, NM 72378",1990-11-20,639090741567
781,25,Female,9,156.0,78.5,29.8,240.3,33.2,0.79,0,Grace Warner,regina05@example.org,644-27-5369,+1-768-602-6192x3145,"8563 Middleton Spurs, Shepardton, HI 37163",1959-01-12,6011253238238744
782,55,Female,2,80.0,103.4,26.8,140.6,21.2,2.19,0,Michael Foster,ihughes@example.org,289-52-5506,996-970-8621x1162,"Unit 1249 Box 3609, DPO AA 88784",1978-07-23,373952525418134
783,43,Female,4,116.1,60.1,26.4,35.5,32.4,0.27,1,Kenneth Rios,patricia93@example.com,853-58-8811,+1-588-974-7780x89187,"589 Kari Brooks Apt. 445, Lesliefurt, OK 89590",1978-10-24,571750211070
784,49,Male,6,141.6,50.6,19.3,161.3,27.6,2.2,1,Brittany Harris,kylesmith@example.com,823-96-4188,+1-418-520-9479x0115,"60378 Barnes Dam, Samanthaberg, ME 55746",1979-03-18,38964316951642
785,63,Male,4,122.4,51.4,15.5,101.7,39.4,1.36,0,Martha Welch,amandajones@example.com,910-18-6952,001-327-367-0808x77663,"249 David Rapids, Browntown, MT 20844",1966-01-07,30563002247519
786,31,Male,7,178.4,91.1,17.9,55.4,38.5,1.08,0,Deborah Maynard,jeffrey73@example.org,735-98-1107,001-530-203-1078,"4015 Tiffany Square, Port Cody, ID 82388",2003-04-26,4182040289304717
787,38,Male,11,175.9,81.9,12.2,236.6,42.6,0.84,1,Dana Snyder,kingrobert@example.net,822-13-7836,001-606-488-6172,"868 Montes Manor Apt. 204, East Anneburgh, GA 54243",1974-01-27,180021352353120
788,67,Male,4,149.5,86.3,17.9,151.1,18.4,0.81,0,Robert Herrera,tadams@example.net,544-98-6021,917-727-7340x2714,"USNV Rodriguez, FPO AP 79301",1955-05-23,675919864552
789,32,Female,0,118.5,50.5,10.4,258.6,39.8,0.83,0,Jenna Powell,sanchezchristopher@example.net,111-32-8543,(943)301-3637x0167,"767 Martin Garden, Alvarezmouth, FM 48061",1976-10-19,4296737755774520
790,29,Male,4,103.2,79.6,35.1,225.4,43.3,2.22,1,Anthony Ramos,veronicaadams@example.net,592-23-1386,+1-226-596-4665x1400,"678 Lopez Loaf Apt. 981, Christinashire, KY 27905",2000-03-31,4891652817039110
791,30,Male,3,83.8,100.3,22.7,195.9,39.3,1.84,0,James Campbell,sanchezroberto@example.net,913-49-2714,001-543-846-2037x09704,"674 Mark Summit Apt. 514, Port Melaniemouth, KY 90827",1937-07-04,38936752588591
792,78,Male,5,116.1,81.0,48.9,16.3,21.5,1.71,0,Connor Olson,haustin@example.net,171-51-8103,477.592.6951x42449,"377 Claudia Turnpike, West Anthony, IN 39761",1983-05-04,30486147070069
793,64,Male,2,123.7,101.3,17.7,126.7,20.2,2.02,1,Nicholas Gomez,tylerdickson@example.org,402-85-1142,645.449.6268,"16812 Rice Locks Suite 161, Port Damon, ND 64491",1947-06-16,676311701491
794,37,Male,14,157.9,66.3,23.8,66.5,18.6,0.72,0,Samantha Morrow,xmitchell@example.org,469-45-9491,585-742-3166,"1464 Jerry Walks Apt. 841, South Jonathanton, MD 67084",1959-11-26,6512744792202898
795,58,Male,15,155.6,106.9,24.3,252.7,35.0,1.58,1,Teresa Collins,bgray@example.net,593-99-4694,001-739-572-2111x794,"92099 Sanders Green Apt. 228, Mccoyland, MS 93741",1941-06-16,5489661201217864
796,27,Male,10,79.1,91.2,10.3,60.6,35.0,1.2,1,Rebecca Smith,zking@example.org,555-48-8086,001-215-861-6772x21091,"6384 Cannon Underpass, Edwardsview, TN 09079",1980-10-28,38824944478113
797,66,Female,4,121.4,64.8,43.6,89.7,44.6,1.98,1,Theresa Parker,jenkinsamanda@example.net,952-48-7124,+1-430-489-9647x35972,"76573 Wilson Isle Apt. 479, Arielfurt, NM 37468",2004-10-26,4418779888692
